db_q_<dbpedia:...That's_the_Way_It_Is> Q0 db_<dbpedia:...That's_the_Way_It_Is> 3
db_q_<dbpedia:...That's_the_Way_It_Is> Q0 db_<dbpedia:For_the_Love_of_Harry:_Everybody_Sings_Nilsson> 1
db_q_<dbpedia:...That's_the_Way_It_Is> Q0 db_<dbpedia:Old_Dirt_Road> 0
db_q_<dbpedia:.hn> Q0 db_<dbpedia:.hn> 2
db_q_<dbpedia:.hn> Q0 db_<dbpedia:Culture_of_Honduras> 1
db_q_<dbpedia:.hn> Q0 db_<dbpedia:ISO_3166-2:HN> 3
db_q_<dbpedia:10th_FAI_World_Rally_Flying_Championship> Q0 db_<dbpedia:10th_FAI_World_Rally_Flying_Championship> 2
db_q_<dbpedia:10th_FAI_World_Rally_Flying_Championship> Q0 db_<dbpedia:14th_FAI_World_Rally_Flying_Championship> 2
db_q_<dbpedia:10th_FAI_World_Rally_Flying_Championship> Q0 db_<dbpedia:15th_FAI_World_Precision_Flying_Championship> 3
db_q_<dbpedia:1564_in_Norway> Q0 db_<dbpedia:1564_in_France> 1
db_q_<dbpedia:1564_in_Norway> Q0 db_<dbpedia:1564_in_India> 0
db_q_<dbpedia:1564_in_Norway> Q0 db_<dbpedia:1564_in_Norway> 1
db_q_<dbpedia:1876_in_art> Q0 db_<dbpedia:1876_in_art> 1
db_q_<dbpedia:1876_in_art> Q0 db_<dbpedia:Grand_Duchess_Maria_Nikolaevna_of_Russia_(1819–1876)> 1
db_q_<dbpedia:1876_in_art> Q0 db_<dbpedia:Memorial_Hall_(Philadelphia)> 1
db_q_<dbpedia:1907_International_Cross_Country_Championships> Q0 db_<dbpedia:AWA_International_Heavyweight_Championship> 1
db_q_<dbpedia:1907_International_Cross_Country_Championships> Q0 db_<dbpedia:List_of_International_World_Class_Championship_Wrestling_alumni> 1
db_q_<dbpedia:1907_International_Cross_Country_Championships> Q0 db_<dbpedia:WCW_International_World_Heavyweight_Championship> 1
db_q_<dbpedia:1924–25_Panhellenic_Championship> Q0 db_<dbpedia:1906–07_Panhellenic_Championship> 1
db_q_<dbpedia:1924–25_Panhellenic_Championship> Q0 db_<dbpedia:A.P.S._Aspida_Xanthi> 1
db_q_<dbpedia:1924–25_Panhellenic_Championship> Q0 db_<dbpedia:Athinaikos_A.C.> 0
db_q_<dbpedia:1934_Birthday_Honours> Q0 db_<dbpedia:1923_Birthday_Honours> 3
db_q_<dbpedia:1934_Birthday_Honours> Q0 db_<dbpedia:1934_Birthday_Honours> 2
db_q_<dbpedia:1934_Birthday_Honours> Q0 db_<dbpedia:1936_Birthday_Honours> 3
db_q_<dbpedia:1935_Claxton_Shield> Q0 db_<dbpedia:1935_Claxton_Shield> 3
db_q_<dbpedia:1935_Claxton_Shield> Q0 db_<dbpedia:1965_Claxton_Shield> 1
db_q_<dbpedia:1935_Claxton_Shield> Q0 db_<dbpedia:2010_Claxton_Shield> 2
db_q_<dbpedia:1936_FA_Cup_Final> Q0 db_<dbpedia:1973_FA_Cup_Final> 2
db_q_<dbpedia:1936_FA_Cup_Final> Q0 db_<dbpedia:2014_FA_Cup_Final> 2
db_q_<dbpedia:1936_FA_Cup_Final> Q0 db_<dbpedia:FA_Cup_semi-finals> 1
db_q_<dbpedia:1947_in_Chile> Q0 db_<dbpedia:1947_in_Chile> 1
db_q_<dbpedia:1947_in_Chile> Q0 db_<dbpedia:Santiago_Museum_of_Contemporary_Art> 1
db_q_<dbpedia:1947_in_Chile> Q0 db_<dbpedia:University_of_Santiago,_Chile> 1
db_q_<dbpedia:1951_Scottish_League_Cup_Final> Q0 db_<dbpedia:1983–84_Aberdeen_F.C._season> 1
db_q_<dbpedia:1951_Scottish_League_Cup_Final> Q0 db_<dbpedia:1991_Scottish_Cup_Final> 2
db_q_<dbpedia:1951_Scottish_League_Cup_Final> Q0 db_<dbpedia:Scottish_Handball_Association_Cup> 2
db_q_<dbpedia:1957_in_British_television> Q0 db_<dbpedia:Famous_5:_On_the_Case> 1
db_q_<dbpedia:1957_in_British_television> Q0 db_<dbpedia:Richard_Hopkins_(TV_producer)> 1
db_q_<dbpedia:1957_in_British_television> Q0 db_<dbpedia:The_Famous_Five_(1970s_TV_series)> 2
db_q_<dbpedia:1962_Australian_Championships_–_Men's_Singles> Q0 db_<dbpedia:1968_Wimbledon_Championships_–_Men's_Singles> 2
db_q_<dbpedia:1962_Australian_Championships_–_Men's_Singles> Q0 db_<dbpedia:1969_New_Zealand_Open_–_Singles> 1
